age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes
-1.3309536397843746,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,-1.0544719975025107,-0.23601020446248228,-0.09790798262556814,-0.5406986566036541,-0.2263446258965981,-1.1194691509635473,-0.7142362329569328,10,8,9,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,True,True,True,False
-1.3309536397843746,-0.6853872055720913,-1.3999704661326267,2.227750979235495,1.1507790914763643,-0.4499436443692835,1.178860115170367,-1.238419137394531,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,0.32089018008075637,-0.21379576818001317,10,12,12,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,True,False
-1.3309536397843746,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-0.09790798262556814,-0.5406986566036541,0.55109995870476,1.0410698456029082,-0.464016000568473,14,14,14,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False
-1.3309536397843746,1.1438556741642336,0.4402569352729889,0.7922507560739607,-0.04228584588102149,-0.4499436443692835,1.178860115170367,0.7663987284695665,-0.09790798262556814,-0.5406986566036541,-0.2263446258965981,-0.3992894854413955,-0.464016000568473,10,10,11,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-1.3309536397843746,-0.6853872055720913,-0.4798567654298188,-0.6432494670875735,1.1507790914763643,-0.4499436443692835,0.06219405883392808,1.7688076614016153,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,-0.3992894854413955,-0.7142362329569328,14,16,16,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,True,True
-0.5462869417025411,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,0.06219405883392808,0.7663987284695665,0.8014792996325567,-0.5406986566036541,-0.2263446258965981,-1.1194691509635473,-0.21379576818001317,14,14,14,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,False
-0.5462869417025411,1.1438556741642336,1.3603706359757965,-0.6432494670875735,1.1507790914763643,-0.4499436443692835,-1.0544719975025107,-1.238419137394531,-0.09790798262556814,-0.5406986566036541,-0.2263446258965981,-1.1194691509635473,0.03642446420844665,13,14,14,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,True,True,False
-0.5462869417025411,0.2292342342960711,0.4402569352729889,2.227750979235495,-0.04228584588102149,-0.4499436443692835,1.178860115170367,-0.23601020446248228,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,0.32089018008075637,-0.21379576818001317,8,10,10,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True,True,False,True,True,True,False,False
0.23837975637929248,0.2292342342960711,-0.4798567654298188,-0.6432494670875735,-1.2353507832384072,3.5893231630367843,1.178860115170367,1.7688076614016153,1.7008665818906816,0.5833853926513113,1.328544543306118,1.0410698456029082,1.2875256261507457,6,5,5,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False
-0.5462869417025411,1.1438556741642336,0.4402569352729889,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,-1.0544719975025107,-2.2408280703265797,-0.09790798262556814,-0.5406986566036541,0.55109995870476,1.0410698456029082,-0.21379576818001317,8,10,10,False,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False
-1.3309536397843746,1.1438556741642336,0.4402569352729889,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,0.7663987284695665,-1.896682547141818,-0.5406986566036541,-1.0037892104979562,-1.8396488164856992,-0.7142362329569328,13,14,15,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False
-1.3309536397843746,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,1.178860115170367,0.7663987284695665,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.7142362329569328,12,15,15,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,False
-0.5462869417025411,1.1438556741642336,-0.4798567654298188,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,1.7688076614016153,-1.896682547141818,-0.5406986566036541,0.55109995870476,1.0410698456029082,-0.464016000568473,15,15,16,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False
-0.5462869417025411,-0.6853872055720913,-0.4798567654298188,0.7922507560739607,-0.04228584588102149,-0.4499436443692835,1.178860115170367,0.7663987284695665,0.8014792996325567,0.5833853926513113,1.328544543306118,1.0410698456029082,-0.7142362329569328,13,13,12,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,True,False
-1.3309536397843746,-0.6853872055720913,1.3603706359757965,-0.6432494670875735,1.1507790914763643,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.464016000568473,10,9,8,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False
-0.5462869417025411,-0.6853872055720913,-0.4798567654298188,-0.6432494670875735,-1.2353507832384072,2.2429008939014285,-3.2878041101753888,-1.238419137394531,-0.997295264883693,-0.5406986566036541,0.55109995870476,1.0410698456029082,1.0373053937622858,6,9,8,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False
-1.3309536397843746,-0.6853872055720913,-0.4798567654298188,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,0.06219405883392808,-1.238419137394531,-0.997295264883693,-0.5406986566036541,-0.2263446258965981,1.0410698456029082,-0.464016000568473,12,12,11,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,False
-1.3309536397843746,1.1438556741642336,-0.4798567654298188,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,-2.1711380538389498,-1.238419137394531,0.8014792996325567,0.5833853926513113,1.328544543306118,-1.8396488164856992,-0.21379576818001317,15,16,15,False,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False
-0.5462869417025411,0.2292342342960711,1.3603706359757965,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,1.178860115170367,-0.23601020446248228,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.21379576818001317,11,11,11,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,True,True,True,True,False
-0.5462869417025411,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,0.7663987284695665,1.7008665818906816,3.955637540416207,2.1059891279074763,1.0410698456029082,1.2875256261507457,10,12,11,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True
-1.3309536397843746,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,1.178860115170367,0.7663987284695665,-0.997295264883693,1.7074694419062766,1.328544543306118,1.0410698456029082,-0.7142362329569328,9,11,12,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False
-1.3309536397843746,1.1438556741642336,1.3603706359757965,0.7922507560739607,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-1.896682547141818,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.7142362329569328,17,16,17,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,True,True,False
-1.3309536397843746,1.1438556741642336,0.4402569352729889,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,1.7688076614016153,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.7142362329569328,17,16,16,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True
-1.3309536397843746,0.2292342342960711,0.4402569352729889,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,1.178860115170367,-0.23601020446248228,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,-1.1194691509635473,-0.7142362329569328,8,10,12,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
-0.5462869417025411,0.2292342342960711,-0.4798567654298188,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,1.178860115170367,0.7663987284695665,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.7142362329569328,12,14,15,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False
-1.3309536397843746,-0.6853872055720913,0.4402569352729889,0.7922507560739607,-1.2353507832384072,-0.4499436443692835,-1.0544719975025107,1.7688076614016153,-1.896682547141818,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.7142362329569328,8,7,6,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False
-1.3309536397843746,1.1438556741642336,0.4402569352729889,-0.6432494670875735,1.1507790914763643,-0.4499436443692835,1.178860115170367,0.7663987284695665,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,0.32089018008075637,-0.464016000568473,15,16,18,False,True,True,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,True,False
-0.5462869417025411,1.1438556741642336,1.3603706359757965,0.7922507560739607,1.1507790914763643,-0.4499436443692835,-2.1711380538389498,0.7663987284695665,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,0.16153458040267657,15,16,15,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,True,True,True
-1.3309536397843746,0.2292342342960711,1.3603706359757965,-0.6432494670875735,1.1507790914763643,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.464016000568473,12,12,11,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False
-1.3309536397843746,-0.6853872055720913,-0.4798567654298188,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-1.896682547141818,-0.5406986566036541,-1.0037892104979562,-1.1194691509635473,0.28664469659690645,14,13,13,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False,False
-0.5462869417025411,-0.6853872055720913,-0.4798567654298188,0.7922507560739607,-0.04228584588102149,0.8964786247660724,-1.0544719975025107,-0.23601020446248228,-0.09790798262556814,-0.5406986566036541,-0.2263446258965981,-0.3992894854413955,2.413516671898815,7,10,11,False,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True
-1.3309536397843746,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,1.178860115170367,0.7663987284695665,-0.09790798262556814,0.5833853926513113,1.328544543306118,1.0410698456029082,0.28664469659690645,12,12,12,False,True,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True
-1.3309536397843746,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.464016000568473,19,18,18,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False
-1.3309536397843746,-0.6853872055720913,-0.4798567654298188,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,1.178860115170367,0.7663987284695665,-1.896682547141818,-0.5406986566036541,-1.0037892104979562,-1.8396488164856992,-0.7142362329569328,8,8,11,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,True,False
-0.5462869417025411,-0.6853872055720913,-0.4798567654298188,0.7922507560739607,-0.04228584588102149,0.8964786247660724,0.06219405883392808,-0.23601020446248228,-0.09790798262556814,0.5833853926513113,-0.2263446258965981,1.0410698456029082,1.0373053937622858,10,10,9,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False
-1.3309536397843746,1.1438556741642336,0.4402569352729889,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,1.178860115170367,-1.238419137394531,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,0.28664469659690645,8,8,6,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True
-0.5462869417025411,0.2292342342960711,0.4402569352729889,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,-2.1711380538389498,-0.23601020446248228,1.7008665818906816,-0.5406986566036541,1.328544543306118,-0.3992894854413955,0.7870851613738261,11,12,11,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,True,False
-0.5462869417025411,1.1438556741642336,0.4402569352729889,-0.6432494670875735,2.34384402883375,-0.4499436443692835,0.06219405883392808,-1.238419137394531,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,-1.1194691509635473,-0.21379576818001317,19,19,20,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False
-1.3309536397843746,1.1438556741642336,-0.4798567654298188,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-0.09790798262556814,0.5833853926513113,-0.2263446258965981,1.0410698456029082,-0.464016000568473,15,15,14,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False
-1.3309536397843746,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-0.04228584588102149,0.8964786247660724,0.06219405883392808,0.7663987284695665,0.8014792996325567,-0.5406986566036541,-1.0037892104979562,-0.3992894854413955,-0.464016000568473,7,7,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,True,False
-0.5462869417025411,-0.6853872055720913,-0.4798567654298188,2.227750979235495,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-0.09790798262556814,0.5833853926513113,0.55109995870476,0.32089018008075637,-0.464016000568473,12,13,13,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-1.3309536397843746,1.1438556741642336,-0.4798567654298188,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.464016000568473,11,13,13,False,False,True,True,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,True,True,False
-1.3309536397843746,1.1438556741642336,-0.4798567654298188,0.7922507560739607,-1.2353507832384072,0.8964786247660724,1.178860115170367,1.7688076614016153,1.7008665818906816,1.7074694419062766,1.328544543306118,1.0410698456029082,0.03642446420844665,11,11,10,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
-1.3309536397843746,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,-1.0544719975025107,-0.23601020446248228,0.8014792996325567,0.5833853926513113,0.55109995870476,1.0410698456029082,-0.7142362329569328,8,10,11,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False
-1.3309536397843746,0.2292342342960711,0.4402569352729889,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,1.178860115170367,-0.23601020446248228,0.8014792996325567,2.831553491161242,1.328544543306118,-1.8396488164856992,0.03642446420844665,10,13,13,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False
-0.5462869417025411,-0.6853872055720913,-1.3999704661326267,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,1.178860115170367,-0.23601020446248228,0.8014792996325567,-0.5406986566036541,-1.0037892104979562,-1.1194691509635473,0.28664469659690645,8,9,10,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True
-1.3309536397843746,1.1438556741642336,0.4402569352729889,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,-1.8396488164856992,-0.7142362329569328,14,15,15,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,True,True,False
-1.3309536397843746,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,-1.0544719975025107,-1.238419137394531,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.21379576818001317,14,15,15,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False
-1.3309536397843746,-1.6000086454402538,-0.4798567654298188,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.464016000568473,9,10,9,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True,False
-0.5462869417025411,1.1438556741642336,-0.4798567654298188,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,-1.238419137394531,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.464016000568473,15,16,16,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False
-0.5462869417025411,1.1438556741642336,1.3603706359757965,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,-2.1711380538389498,0.7663987284695665,0.8014792996325567,0.5833853926513113,0.55109995870476,0.32089018008075637,0.03642446420844665,10,11,11,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,False,False
-0.5462869417025411,-1.6000086454402538,-1.3999704661326267,3.663251202397029,-1.2353507832384072,-0.4499436443692835,1.178860115170367,1.7688076614016153,1.7008665818906816,3.955637540416207,2.1059891279074763,1.0410698456029082,0.03642446420844665,10,8,11,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True
-0.5462869417025411,-1.6000086454402538,-0.4798567654298188,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,0.7663987284695665,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,-1.8396488164856992,-0.21379576818001317,8,10,9,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,True,False
-0.5462869417025411,1.1438556741642336,0.4402569352729889,-0.6432494670875735,1.1507790914763643,-0.4499436443692835,-1.0544719975025107,0.7663987284695665,0.8014792996325567,0.5833853926513113,1.328544543306118,0.32089018008075637,-0.464016000568473,10,9,9,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True,False
-1.3309536397843746,1.1438556741642336,0.4402569352729889,-0.6432494670875735,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,0.7663987284695665,0.8014792996325567,0.5833853926513113,1.328544543306118,-1.1194691509635473,-0.7142362329569328,10,10,10,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,True,True
-0.5462869417025411,1.1438556741642336,0.4402569352729889,2.227750979235495,-0.04228584588102149,-0.4499436443692835,1.178860115170367,0.7663987284695665,-0.09790798262556814,-0.5406986566036541,-0.2263446258965981,-1.8396488164856992,-0.464016000568473,16,15,15,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False
-1.3309536397843746,1.1438556741642336,1.3603706359757965,-0.6432494670875735,2.34384402883375,-0.4499436443692835,-3.2878041101753888,-0.23601020446248228,-0.09790798262556814,3.955637540416207,2.1059891279074763,-0.3992894854413955,-0.21379576818001317,13,13,12,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True
-0.5462869417025411,0.2292342342960711,-1.3999704661326267,-0.6432494670875735,2.34384402883375,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-0.09790798262556814,-0.5406986566036541,-0.2263446258965981,1.0410698456029082,-0.21379576818001317,7,7,6,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False
-1.3309536397843746,-0.6853872055720913,-0.4798567654298188,0.7922507560739607,-0.04228584588102149,-0.4499436443692835,0.06219405883392808,-2.2408280703265797,-0.09790798262556814,-0.5406986566036541,0.55109995870476,0.32089018008075637,-0.464016000568473,8,9,8,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False,True,True,True,False
-1.3309536397843746,0.2292342342960711,-1.3999704661326267,0.7922507560739607,2.34384402883375,-0.4499436443692835,0.06219405883392808,0.7663987284695665,-0.997295264883693,0.5833853926513113,0.55109995870476,-0.3992894854413955,0.7870851613738261,16,16,16,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
-0.5462869417025411,0.2292342342960711,-1.3999704661326267,0.7922507560739607,2.34384402883375,-0.4499436443692835,0.06219405883392808,-0.23601020446248228,-0.997295264883693,-0.5406986566036541,-1.0037892104979562,1.0410698456029082,-0.7142362329569328,13,15,15,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-1.3309536397843746,1.1438556741642336,-0.4798567654298188,-0.6432494670875735,2.34384402883375,-0.4499436443692835,-1.0544719975025107,-0.23601020446248228,-0.09790798262556814,-0.5406986566036541,-1.0037892104979562,-0.3992894854413955,-0.7142362329569328,10,10,10,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
-1.3309536397843746,-1.6000086454402538,-1.3999704661326267,-0.6432494670875735,-0.04228584588102149,2.2429008939014285,-1.0544719975025107,-0.23601020446248228,0.8014792996325567,0.5833853926513113,1.328544543306118,1.0410698456029082,-0.464016000568473,8,6,5,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,True,True
-0.5462869417025411,0.2292342342960711,-1.3999704661326267,-0.6432494670875735,-1.2353507832384072,-0.4499436443692835,1.178860115170367,-0.23601020446248228,-0.997295264883693,0.5833853926513113,-0.2263446258965981,1.0410698456029082,-0.464016000568473,12,12,14,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False
